State,HighQ,HighQN,MedQ,MedQN,LowQ,LowQN,date
Kentucky,337.68000000000001,1106,181.28,1069,124.52,142,2014-03-03
Louisiana,373.08999999999997,1170,242.43000000000001,958,149.38,248,2014-03-03
Maine,319.45999999999998,482,258.64999999999998,469,213.47999999999999,53,2014-03-03
Montana,269.81999999999999,616,257.27999999999997,286,704.88999999999999,23,2014-03-03
Nebraska,348.05000000000001,557,249.06999999999999,554,141.75999999999999,65,2014-03-03
Nevada,268.32999999999998,965,217.63,1023,252.49000000000001,63,2014-03-03
New Hampshire,369.88,464,289.69,484,677.38,41,2014-03-03
New Jersey,353.25999999999999,2398,291.79000000000002,3058,231.68000000000001,207,2014-03-03
New Mexico,291.32999999999998,613,217.71000000000001,475,69.760000000000005,43,2014-03-03
New York,351.35000000000002,6223,267.55000000000001,6375,189.28,508,2014-03-03
North Carolina,354.25999999999999,3046,247.62,2109,151.27000000000001,246,2014-03-03
North Dakota,401.98000000000002,157,353.26999999999998,229,363.11000000000001,16,2014-03-03
Ohio,336.07999999999998,3314,213.43000000000001,3117,166.19999999999999,427,2014-03-03
Oklahoma,365.24000000000001,827,227.19999999999999,746,116.09999999999999,146,2014-03-03
Oregon,211.78999999999999,1733,188.58000000000001,1452,171.08000000000001,69,2014-03-03
Maryland,379.38,2151,251.02000000000001,1718,191.00999999999999,163,2014-03-03
Massachusetts,351.87,3106,295.76999999999998,2692,218.96000000000001,233,2014-03-03
Michigan,297.38999999999999,3251,273.87,2761,226.38,240,2014-03-03
Minnesota,369.26999999999998,1851,277.97000000000003,1709,179.69999999999999,104,2014-03-03
Mississippi,339.44999999999999,452,146.75999999999999,395,140,113,2014-03-03
Missouri,367.44,1712,242.91999999999999,1418,149.40000000000001,217,2014-03-03
Pennsylvania,370.20999999999998,4223,266.85000000000002,3582,190.52000000000001,394,2014-03-03
Rhode Island,332.33999999999997,571,259.49000000000001,388,201.75,34,2014-03-03
South Carolina,345.69999999999999,1271,203.06,1000,185.99000000000001,132,2014-03-03
South Dakota,387.88999999999999,177,352.93000000000001,184,124.17,21,2014-03-03
Tennessee,356.31,1694,227.25,1365,192.43000000000001,168,2014-03-03
Texas,341.63999999999999,6520,235.28999999999999,6293,144.44999999999999,933,2014-03-03
Utah,292.86000000000001,736,234.31999999999999,761,189.78,47,2014-03-03
Vermont,376.95999999999998,293,320.60000000000002,257,187.63999999999999,25,2014-03-03
Virginia,372.92000000000002,2667,288.06,2170,225.81999999999999,226,2014-03-03
Washington,234.84999999999999,2527,191.46000000000001,2571,146.31999999999999,117,2014-03-03
West Virginia,361.31999999999999,405,216.83000000000001,404,160.38,43,2014-03-03
Wisconsin,356.95999999999998,1756,269.70999999999998,1516,238.37,138,2014-03-03
Wyoming,352.41000000000003,97,378.45999999999998,144,161.30000000000001,11,2014-03-03
Alabama,341.19999999999999,1213,204.5,1086,145.88,141,2014-04-03
Alaska,287.58999999999997,286,256.76999999999998,346,388.57999999999998,26,2014-04-03
Arizona,302.00999999999999,2157,208.66,1866,193.93000000000001,251,2014-04-03
Arkansas,352.45999999999998,662,183.16999999999999,620,129.25999999999999,127,2014-04-03
California,246.61000000000001,13423,192.96000000000001,14566,191.96000000000001,864,2014-04-03
Colorado,237.37,2516,197.37,2090,226.28,150,2014-04-03
Connecticut,345.97000000000003,1440,275.42000000000002,1514,252.31,95,2014-04-03
Delaware,371.73000000000002,390,226.24000000000001,315,206.61000000000001,36,2014-04-03
District of Columbia,346.36000000000001,493,290.44,408,214.34999999999999,44,2014-04-03
Florida,304.82999999999998,7468,218.84,6091,152.55000000000001,578,2014-04-03
Georgia,329.31,3514,214.81999999999999,2600,152.81999999999999,249,2014-04-03
Hawaii,314.67000000000002,365,276.45999999999998,403,167.62,27,2014-04-03
Idaho,275.32999999999998,349,256.56,511,140.27000000000001,26,2014-04-03
Illinois,357.33999999999997,4516,286.72000000000003,4126,189.87,376,2014-04-03
Indiana,334.85000000000002,1885,209.72999999999999,1677,158.28,269,2014-04-03
Iowa,370.56,772,292.62,754,248.91999999999999,109,2014-04-03
Kansas,351.22000000000003,939,262.12,739,121.53,117,2014-04-03
Kentucky,340.74000000000001,1155,183.18000000000001,1132,125.28,146,2014-04-03
Louisiana,370.11000000000001,1210,243.99000000000001,1004,147.94,257,2014-04-03
Maine,319.57999999999998,502,258.64999999999998,490,216.72,56,2014-04-03
Montana,268.75,629,250.16,299,660.66999999999996,25,2014-04-03
Nebraska,345.17000000000002,577,250.38,564,140.02000000000001,68,2014-04-03
Nevada,267.64999999999998,997,227.81,1064,250.28999999999999,64,2014-04-03
New Hampshire,360.80000000000001,479,290.49000000000001,505,677.38,41,2014-04-03
New Jersey,352.61000000000001,2475,291.42000000000002,3185,232.13,215,2014-04-03
New Mexico,291.31,629,213.86000000000001,493,75.239999999999995,46,2014-04-03
New York,350.19,6398,266.63,6629,205.61000000000001,523,2014-04-03
North Carolina,354.13999999999999,3186,245.53999999999999,2216,151.31999999999999,248,2014-04-03
North Dakota,401.73000000000002,164,364.13,237,347.50999999999999,17,2014-04-03
Ohio,335.92000000000002,3421,215.03999999999999,3258,164.90000000000001,440,2014-04-03
Oklahoma,364.88999999999999,854,230.22999999999999,787,121.23999999999999,151,2014-04-03
Oregon,210.47,1789,186.22,1511,165.53999999999999,72,2014-04-03
Maryland,376.5,2232,249.53999999999999,1796,189.87,166,2014-04-03
Massachusetts,350.19,3207,294.24000000000001,2804,217.88,239,2014-04-03
Michigan,295.26999999999998,3342,272.44999999999999,2851,229.02000000000001,244,2014-04-03
Minnesota,367.87,1926,277.02999999999997,1798,186.50999999999999,106,2014-04-03
Mississippi,343.83999999999997,474,147.09,406,141.38999999999999,118,2014-04-03
Missouri,368.22000000000003,1782,244.94,1513,149.25999999999999,227,2014-04-03
Pennsylvania,369.05000000000001,4385,267.68000000000001,3709,193.44,411,2014-04-03
Rhode Island,331.14999999999998,584,258.86000000000001,406,201.75,34,2014-04-03
South Carolina,344.75999999999999,1314,202.05000000000001,1047,186.19,138,2014-04-03
South Dakota,388.48000000000002,178,354.49000000000001,193,124.17,21,2014-04-03
Tennessee,356.31,1762,226.59,1424,190.38999999999999,172,2014-04-03
Texas,340.30000000000001,6735,234.44999999999999,6554,142.59,956,2014-04-03
Utah,291.64999999999998,767,241.97,796,187.19,48,2014-04-03
Vermont,376.97000000000003,301,319.68000000000001,263,190.36000000000001,26,2014-04-03
Virginia,371.63,2756,287.30000000000001,2259,226.78999999999999,229,2014-04-03
Washington,234.06999999999999,2620,191.08000000000001,2664,143.66999999999999,121,2014-04-03
West Virginia,358.72000000000003,428,214.66999999999999,423,160.12,45,2014-04-03
Wisconsin,356.08999999999997,1806,271.18000000000001,1594,242.49000000000001,140,2014-04-03
Wyoming,354.72000000000003,103,370.55000000000001,148,161.30000000000001,11,2014-04-03
Alabama,340.83999999999997,1258,205.09999999999999,1123,143.75999999999999,144,2014-05-03
Alaska,289.22000000000003,297,257.39999999999998,353,375.81999999999999,27,2014-05-03
Arizona,301.25999999999999,2219,208.22999999999999,1942,191.43000000000001,260,2014-05-03
Arkansas,352.13999999999999,685,184.91,641,129.02000000000001,128,2014-05-03
California,246.06,13816,191.84,15079,191.62,897,2014-05-03
Colorado,236.69,2597,196.81999999999999,2184,233.09,155,2014-05-03
Connecticut,345.08999999999997,1472,272.44,1565,251.03,100,2014-05-03
Delaware,369.19999999999999,404,228.59,323,209.72,38,2014-05-03
District of Columbia,347.19999999999999,509,292,425,211.88,46,2014-05-03
Florida,304.29000000000002,7744,217.88999999999999,6357,153.21000000000001,593,2014-05-03
Georgia,329.06,3625,214.75,2695,154.25999999999999,256,2014-05-03
Hawaii,314.52999999999997,377,266.27999999999997,417,165.55000000000001,28,2014-05-03
Idaho,276.18000000000001,358,252.72999999999999,525,139.21000000000001,27,2014-05-03
Illinois,356.54000000000002,4647,286.11000000000001,4266,189.38,383,2014-05-03
Indiana,334.95999999999998,1947,210.31999999999999,1738,156.72999999999999,277,2014-05-03
Iowa,368.94,797,290.08999999999997,781,247.09999999999999,110,2014-05-03
Kansas,350.56999999999999,963,261.72000000000003,771,118.41,121,2014-05-03
Kentucky,339.33999999999997,1196,182.41,1174,124.69,155,2014-05-03
Louisiana,370.54000000000002,1248,244.34999999999999,1045,146.06,265,2014-05-03
Maine,317.35000000000002,517,258.23000000000002,512,274.25,58,2014-05-03
Montana,268.22000000000003,639,251.87,309,645.60000000000002,26,2014-05-03
Nebraska,344.07999999999998,593,250.96000000000001,581,138.34999999999999,69,2014-05-03
Nevada,268.32999999999998,1030,227.50999999999999,1107,243.46000000000001,66,2014-05-03
New Hampshire,359.58999999999997,489,291.36000000000001,523,677.38,41,2014-05-03
New Jersey,351.44999999999999,2542,290.80000000000001,3286,230.87,219,2014-05-03
New Mexico,290.88999999999999,642,200.99000000000001,516,87.840000000000003,50,2014-05-03
New York,349.01999999999998,6555,266.58999999999997,6835,205.16,531,2014-05-03
North Carolina,352.29000000000002,3289,243.93000000000001,2306,150.84,256,2014-05-03
North Dakota,391.23000000000002,169,350.38999999999999,245,334.13,18,2014-05-03
Ohio,336.05000000000001,3524,216.37,3388,164.19999999999999,452,2014-05-03
Oklahoma,366.13999999999999,874,234.87,823,119.23,158,2014-05-03
Oregon,210.12,1816,185.75,1555,165.81,76,2014-05-03
Maryland,374.75999999999999,2300,250.44999999999999,1861,188.84,169,2014-05-03
Massachusetts,350.88999999999999,3302,294.08999999999997,2900,219.16,244,2014-05-03
Michigan,295.27999999999997,3414,277.39999999999998,2956,275.43000000000001,252,2014-05-03
Minnesota,367.06,1987,276.81,1881,183.44999999999999,108,2014-05-03
Mississippi,341.35000000000002,489,145.00999999999999,424,140.56999999999999,120,2014-05-03
Missouri,368.33999999999997,1826,243.40000000000001,1587,142.19,240,2014-05-03
Pennsylvania,368.29000000000002,4497,267.57999999999998,3859,195.97,426,2014-05-03
Rhode Island,329.98000000000002,592,258.55000000000001,417,208.36000000000001,35,2014-05-03
South Carolina,343.25999999999999,1357,201.09,1080,186.91,139,2014-05-03
South Dakota,387.05000000000001,180,355.63,200,123.94,22,2014-05-03
Tennessee,355.35000000000002,1821,224.84999999999999,1475,187.46000000000001,176,2014-05-03
Texas,339.36000000000001,6913,234.03999999999999,6810,142.80000000000001,987,2014-05-03
Utah,290.31999999999999,792,240.25,823,204.75999999999999,51,2014-05-03
Vermont,376.44,314,320.95999999999998,273,190.36000000000001,26,2014-05-03
Virginia,370.12,2845,288.47000000000003,2360,222.83000000000001,240,2014-05-03
Washington,233.34,2678,190.37,2746,141.86000000000001,123,2014-05-03
West Virginia,354.77999999999997,443,214.47999999999999,432,156.09999999999999,48,2014-05-03
Wisconsin,355.00999999999999,1855,271.81,1656,239.46000000000001,143,2014-05-03
Wyoming,349.94999999999999,107,359.98000000000002,155,161.30000000000001,11,2014-05-03
Alabama,340.63,1304,204.38,1174,144.22999999999999,149,2014-06-03
Alaska,286.13999999999999,308,252.86000000000001,374,359.87,30,2014-06-03
Arizona,302.27999999999997,2274,208.62,1999,187.18000000000001,270,2014-06-03
Arkansas,349.93000000000001,705,184.37,664,127.16,130,2014-06-03
California,245.78999999999999,14202,192.22,15626,190.06,930,2014-06-03
Colorado,236.88999999999999,2670,196.59,2258,231.56,158,2014-06-03
Connecticut,343.70999999999998,1509,273.18000000000001,1615,251.03,100,2014-06-03
Delaware,368.97000000000003,410,225.47999999999999,337,204.86000000000001,39,2014-06-03
District of Columbia,346.54000000000002,529,291.44999999999999,444,209.83000000000001,47,2014-06-03
Florida,302.94999999999999,7994,217.84,6610,151.90000000000001,606,2014-06-03
Georgia,327.12,3737,214.83000000000001,2809,145.43000000000001,267,2014-06-03
Hawaii,313.33999999999997,383,276.22000000000003,433,165.55000000000001,28,2014-06-03
Idaho,275.69999999999999,367,251.25,541,136.88999999999999,28,2014-06-03
Illinois,356.16000000000003,4751,285.25,4415,190.37,394,2014-06-03
Indiana,333.49000000000001,2006,210.53999999999999,1822,156.38,281,2014-06-03
Iowa,367.17000000000002,819,288.43000000000001,809,247.09999999999999,110,2014-06-03
Kansas,350.01999999999998,988,259.86000000000001,792,120.31,125,2014-06-03
Kentucky,339.31,1232,183.03,1217,124.92,158,2014-06-03
Louisiana,367.79000000000002,1288,244.38999999999999,1089,144.40000000000001,274,2014-06-03
Maine,317.82999999999998,528,256.82999999999998,527,274.25,58,2014-06-03
Montana,268,652,252.00999999999999,316,632.30999999999995,27,2014-06-03
Nebraska,344.73000000000002,604,250.55000000000001,601,134.87,72,2014-06-03
Nevada,268.31999999999999,1053,230.03999999999999,1155,238.93000000000001,69,2014-06-03
New Hampshire,359.42000000000002,501,290.39999999999998,536,657.98000000000002,43,2014-06-03
New Jersey,350.74000000000001,2600,289.63999999999999,3382,224.74000000000001,222,2014-06-03
New Mexico,290.56999999999999,658,201.91999999999999,534,85.810000000000002,52,2014-06-03
New York,347.72000000000003,6706,266.20999999999998,7075,205.41,540,2014-06-03
North Carolina,350.76999999999998,3399,245.55000000000001,2405,151.80000000000001,264,2014-06-03
North Dakota,400.69,177,363.43000000000001,254,348.89999999999998,19,2014-06-03
Ohio,335.83999999999997,3607,216.66,3503,162.88999999999999,467,2014-06-03
Oklahoma,365.49000000000001,896,234.31999999999999,849,118.70999999999999,160,2014-06-03
Oregon,209.56,1859,185.28999999999999,1608,164.31999999999999,78,2014-06-03
Maryland,372.50999999999999,2366,250.5,1945,187.16999999999999,174,2014-06-03
Massachusetts,350.69,3402,293.10000000000002,3000,221.91999999999999,249,2014-06-03
Michigan,294.55000000000001,3496,277.23000000000002,3049,273.42000000000002,257,2014-06-03
Minnesota,366.35000000000002,2032,278.19999999999999,1956,181.83000000000001,109,2014-06-03
Mississippi,337.14999999999998,513,145.68000000000001,445,146.81999999999999,123,2014-06-03
Missouri,363.31,1877,244.06999999999999,1657,143.53,260,2014-06-03
Pennsylvania,367.31999999999999,4627,267.13,4000,193.49000000000001,435,2014-06-03
Rhode Island,328.42000000000002,613,256.85000000000002,431,203.71000000000001,38,2014-06-03
South Carolina,344.13,1395,201.61000000000001,1122,189.58000000000001,142,2014-06-03
South Dakota,381.61000000000001,186,351.00999999999999,208,123.94,22,2014-06-03
Tennessee,354.63,1884,225.18000000000001,1526,186.55000000000001,177,2014-06-03
Texas,338.26999999999998,7086,233.47999999999999,7018,142.93000000000001,1012,2014-06-03
Utah,289.17000000000002,809,239.13999999999999,854,208.27000000000001,55,2014-06-03
Vermont,376.94,316,321.19999999999999,283,190.36000000000001,26,2014-06-03
Virginia,369.47000000000003,2929,288.14999999999998,2460,222.77000000000001,243,2014-06-03
Washington,232.38999999999999,2747,190.11000000000001,2840,141.69999999999999,130,2014-06-03
West Virginia,355.22000000000003,462,215.59,443,155.80000000000001,49,2014-06-03
Wisconsin,354.49000000000001,1899,271.75,1716,237.56,145,2014-06-03
Wyoming,350.72000000000003,108,359.79000000000002,158,161.30000000000001,11,2014-06-03
Alabama,340.54000000000002,1341,203.46000000000001,1197,147.56999999999999,154,2014-07-03
Alaska,289.49000000000001,317,260.57999999999998,387,407.31,32,2014-07-03
Arizona,300.48000000000002,2325,209.06999999999999,2056,186.78999999999999,276,2014-07-03
Arkansas,349.29000000000002,727,183.28,693,126.2,134,2014-07-03
California,245.40000000000001,14571,192.02000000000001,16122,189.44,951,2014-07-03
Colorado,238.09,2736,196.50999999999999,2325,230.11000000000001,160,2014-07-03
Connecticut,343.25,1546,271.43000000000001,1675,254.19,104,2014-07-03
Delaware,369.39999999999998,427,227.94,355,204.86000000000001,39,2014-07-03
District of Columbia,345.75,550,289.61000000000001,462,209.83000000000001,47,2014-07-03
Florida,302.25,8212,217.78,6825,152.00999999999999,617,2014-07-03
Georgia,326.94999999999999,3851,215.38,2903,146.72999999999999,272,2014-07-03
Hawaii,311.93000000000001,392,274.49000000000001,447,165.55000000000001,28,2014-07-03
Idaho,276.82999999999998,380,251.30000000000001,565,136.88999999999999,28,2014-07-03
Illinois,355.61000000000001,4884,283.54000000000002,4547,190.65000000000001,402,2014-07-03
Indiana,332.88999999999999,2069,210.52000000000001,1881,155.83000000000001,289,2014-07-03
Iowa,367.04000000000002,842,289.25999999999999,842,249.30000000000001,112,2014-07-03
Kansas,350.06,1006,261.24000000000001,824,122.62,127,2014-07-03
Kentucky,337.92000000000002,1271,173.25,1259,123.79000000000001,162,2014-07-03
Louisiana,366.92000000000002,1325,245.58000000000001,1130,143.13999999999999,281,2014-07-03
Maine,317.45999999999998,536,246.16999999999999,552,272.94999999999999,59,2014-07-03
Montana,267.37,668,251.00999999999999,320,609.45000000000005,28,2014-07-03
Nebraska,343.30000000000001,615,250.53,611,133.37,73,2014-07-03
Nevada,267.98000000000002,1076,229.05000000000001,1191,234.33000000000001,73,2014-07-03
New Hampshire,358.5,516,289.01999999999998,559,643,44,2014-07-03
New Jersey,349.57999999999998,2661,288.38999999999999,3502,223.83000000000001,225,2014-07-03
New Mexico,290.47000000000003,675,201.43000000000001,548,96.930000000000007,56,2014-07-03
New York,346.93000000000001,6846,265.89999999999998,7308,209.46000000000001,555,2014-07-03
North Carolina,350.14999999999998,3492,244.97,2489,149.37,272,2014-07-03
North Dakota,398.94999999999999,179,364.81999999999999,264,335.80000000000001,20,2014-07-03
Ohio,335.29000000000002,3693,217,3626,162.27000000000001,480,2014-07-03
Oklahoma,365.99000000000001,921,231.84,891,118.22,163,2014-07-03
Oregon,208.81999999999999,1901,184.84,1643,175.53,80,2014-07-03
Maryland,371.00999999999999,2448,250.69,2009,187.53,178,2014-07-03
Massachusetts,350.57999999999998,3508,292.74000000000001,3104,222.71000000000001,255,2014-07-03
Michigan,292.88,3576,276.33999999999997,3176,270.60000000000002,262,2014-07-03
Minnesota,358.86000000000001,2075,278.08999999999997,2025,184.78,112,2014-07-03
Mississippi,335.63999999999999,526,145.56,454,147.65000000000001,125,2014-07-03
Missouri,357.04000000000002,1927,244.34999999999999,1737,146.19,265,2014-07-03
Pennsylvania,366.74000000000001,4760,266.77999999999997,4132,192.06,442,2014-07-03
Rhode Island,324.61000000000001,625,256.10000000000002,446,199.96000000000001,39,2014-07-03
South Carolina,343.14999999999998,1431,202.36000000000001,1161,188.56,145,2014-07-03
South Dakota,378.20999999999998,189,351.26999999999998,216,123.94,22,2014-07-03
Tennessee,353.30000000000001,1941,224.81999999999999,1590,186.56999999999999,185,2014-07-03
Texas,337.89999999999998,7255,232.90000000000001,7246,144.69,1041,2014-07-03
Utah,288.91000000000003,827,238.91,890,204.58000000000001,56,2014-07-03
Vermont,375.80000000000001,322,319.56999999999999,291,190.36000000000001,26,2014-07-03
Virginia,368.73000000000002,3013,291.51999999999998,2542,222.18000000000001,247,2014-07-03
Washington,232.03999999999999,2846,189.94,2916,138.47,136,2014-07-03
West Virginia,354.39999999999998,471,215.09999999999999,459,157.31999999999999,50,2014-07-03
Wisconsin,353.42000000000002,1937,271.81999999999999,1780,237.56,145,2014-07-03
Wyoming,351.77999999999997,110,360.08999999999997,160,161.30000000000001,12,2014-07-03
Alabama,340.52999999999997,1383,203.40000000000001,1241,145.78999999999999,160,2014-08-03
Alaska,288.33999999999997,324,261.29000000000002,401,403.32999999999998,33,2014-08-03
Arizona,300.70999999999998,2389,209.24000000000001,2118,185.63999999999999,279,2014-08-03
Arkansas,348.50999999999999,742,181.19999999999999,717,126.2,134,2014-08-03
California,245.33000000000001,14972,191.59,16702,187.90000000000001,977,2014-08-03
Colorado,238,2811,196.87,2419,227.49000000000001,167,2014-08-03
Connecticut,341.74000000000001,1607,272.94,1735,254.44,105,2014-08-03
Delaware,367.26999999999998,441,230.16999999999999,376,204.86000000000001,39,2014-08-03
District of Columbia,346.23000000000002,569,287.35000000000002,487,209.83000000000001,47,2014-08-03
Florida,301.58999999999997,8419,217.81999999999999,7073,151.86000000000001,632,2014-08-03
Georgia,326.67000000000002,3952,216.61000000000001,2989,145.09,279,2014-08-03
Hawaii,309.87,409,265.57999999999998,456,174.22999999999999,29,2014-08-03
Idaho,276.41000000000003,391,249.11000000000001,582,165.19,31,2014-08-03
Illinois,355.70999999999998,5020,283.13999999999999,4735,194,408,2014-08-03
Indiana,333.18000000000001,2124,211.30000000000001,1945,155.75999999999999,296,2014-08-03
Iowa,367.25999999999999,867,290.62,879,249.30000000000001,112,2014-08-03
Kansas,351.19999999999999,1042,262.01999999999998,863,121.73,130,2014-08-03
Kentucky,338.13,1312,182.59999999999999,1303,123.13,165,2014-08-03
Louisiana,366.89999999999998,1369,244.27000000000001,1175,144.15000000000001,288,2014-08-03
Maine,317.55000000000001,552,245.94,565,272.94999999999999,59,2014-08-03
Montana,266.89999999999998,680,242.91,330,588.03999999999996,29,2014-08-03
Nebraska,341.30000000000001,632,250.49000000000001,626,133.37,73,2014-08-03
Nevada,269.04000000000002,1108,229.53999999999999,1238,235.30000000000001,75,2014-08-03
New Hampshire,358.49000000000001,530,290.64999999999998,577,617.09000000000003,46,2014-08-03
New Jersey,349.06999999999999,2753,288.18000000000001,3628,226.25,235,2014-08-03
New Mexico,289.26999999999998,698,201.25999999999999,567,94.879999999999995,58,2014-08-03
New York,347.11000000000001,7052,265.51999999999998,7585,208.24000000000001,563,2014-08-03
North Carolina,349.69999999999999,3604,245.19,2594,148.99000000000001,279,2014-08-03
North Dakota,405.45999999999998,186,364.94999999999999,270,336.50999999999999,21,2014-08-03
Ohio,334.87,3800,217.37,3740,165.61000000000001,499,2014-08-03
Oklahoma,363.98000000000002,945,235.11000000000001,921,121.18000000000001,170,2014-08-03
Oregon,208.91999999999999,1972,183.84999999999999,1716,175.19999999999999,81,2014-08-03
Maryland,370.55000000000001,2526,252,2107,187.53,178,2014-08-03
Massachusetts,350.44,3621,289.26999999999998,3233,221.91999999999999,267,2014-08-03
Michigan,291.92000000000002,3645,275.39999999999998,3267,266.25,270,2014-08-03
Minnesota,357.76999999999998,2126,276.25,2111,184.69999999999999,114,2014-08-03
Mississippi,335.64999999999998,534,146,469,146.12,128,2014-08-03
Missouri,357.69,1983,245.44999999999999,1805,145.81,271,2014-08-03
Pennsylvania,366.06,4899,267.52999999999997,4273,193.19,458,2014-08-03
Rhode Island,322.26999999999998,643,257.42000000000002,465,199.96000000000001,40,2014-08-03
South Carolina,342.00999999999999,1482,201.53,1215,186.12,150,2014-08-03
South Dakota,377.37,194,351.5,223,123.94,22,2014-08-03
Tennessee,353.08999999999997,1989,225.81,1638,185.33000000000001,193,2014-08-03
Texas,337.41000000000003,7448,233.21000000000001,7495,144.12,1052,2014-08-03
Utah,287.06999999999999,861,238.18000000000001,915,207.34999999999999,57,2014-08-03
Vermont,375.19,329,316.89999999999998,311,190.36000000000001,27,2014-08-03
Virginia,367.5,3086,291.92000000000002,2629,224.06999999999999,255,2014-08-03
Washington,232.80000000000001,2983,190.05000000000001,3091,137.75,140,2014-08-03
West Virginia,354.37,488,215.25,470,145.37,55,2014-08-03
Wisconsin,353.17000000000002,1995,271.87,1863,250.78999999999999,147,2014-08-03
Wyoming,349.69,116,349.89999999999998,166,161.30000000000001,12,2014-08-03
Alabama,339.19999999999999,1043,198.43000000000001,934,148.47999999999999,124,2014-01-04
Alaska,289.13999999999999,255,263.11000000000001,301,388.57999999999998,26,2014-01-04
Arizona,303.22000000000003,1946,209.58000000000001,1633,189.44999999999999,222,2014-01-04
Arkansas,361.20999999999998,580,185.78,547,124.98999999999999,114,2014-01-04
California,248.65000000000001,12155,193.59,12884,192.66999999999999,782,2014-01-04
Colorado,236.06999999999999,2179,197.12,1765,215.69,130,2014-01-04
Connecticut,347.88999999999999,1298,274.38999999999999,1325,257.36000000000001,91,2014-01-04
Delaware,373.35000000000002,349,226.15000000000001,274,199.88,34,2014-01-04
District of Columbia,351.39999999999998,436,295.67000000000002,349,211.38,40,2014-01-04
Florida,306.11000000000001,6536,219.90000000000001,5258,157.97,516,2014-01-04
Georgia,332.20999999999998,3116,213.43000000000001,2280,154.94,232,2014-01-04
Hawaii,310.60000000000002,329,270.25999999999999,352,160.46000000000001,25,2014-01-04
Idaho,276.05000000000001,315,255.03,447,132.61000000000001,20,2014-01-04
Illinois,359.79000000000002,4022,287.31,3662,180.38999999999999,332,2014-01-04
Indiana,336.72000000000003,1674,207.16999999999999,1459,153.63,250,2014-01-04
Iowa,372.13999999999999,700,292.69,652,252.24000000000001,103,2014-01-04
Kansas,353.98000000000002,841,260.63,633,124.27,109,2014-01-04
Kentucky,337.73000000000002,1017,182.72999999999999,991,120.31,132,2014-01-04
Louisiana,377.52999999999997,1076,243.33000000000001,868,153.72999999999999,224,2014-01-04
Maine,321.05000000000001,452,261.41000000000003,426,214.80000000000001,52,2014-01-04
Montana,279.62,586,258.17000000000002,259,734.64999999999998,22,2014-01-04
Nebraska,352.63999999999999,508,247.41999999999999,511,142.99000000000001,62,2014-01-04
Nevada,269.86000000000001,906,218.69,930,231.08000000000001,61,2014-01-04
New Hampshire,366.26999999999998,424,289.26999999999998,442,561.04999999999995,38,2014-01-04
New Jersey,354.79000000000002,2255,294.25999999999999,2811,226.65000000000001,187,2014-01-04
New Mexico,294.10000000000002,566,216.55000000000001,434,63.700000000000003,42,2014-01-04
New York,351.92000000000002,5832,268.99000000000001,5850,190.38999999999999,484,2014-01-04
North Carolina,355.39999999999998,2791,246.78,1919,151.81,227,2014-01-04
North Dakota,412.37,139,360.19999999999999,201,269.55000000000001,13,2014-01-04
Ohio,336.62,3059,212.77000000000001,2833,168.72,401,2014-01-04
Oklahoma,365.64999999999998,758,228.41999999999999,673,121.28,132,2014-01-04
Oregon,213.49000000000001,1618,188.53999999999999,1339,175.87,61,2014-01-04
Maryland,380.48000000000002,1972,248.11000000000001,1559,196.59,152,2014-01-04
Massachusetts,354.56999999999999,2894,297.17000000000002,2475,217.59,221,2014-01-04
Michigan,299.43000000000001,3060,277.74000000000001,2538,227.47999999999999,230,2014-01-04
Minnesota,371.38,1720,280.26999999999998,1542,183.28999999999999,101,2014-01-04
Mississippi,340.61000000000001,413,149.56,351,137.28999999999999,95,2014-01-04
Missouri,371.43000000000001,1563,241.72999999999999,1293,152.16999999999999,206,2014-01-04
Pennsylvania,372.81,3844,266.99000000000001,3226,194.12,364,2014-01-04
Rhode Island,335.02999999999997,532,262.06999999999999,360,207.93000000000001,33,2014-01-04
South Carolina,348.88,1157,202.53,905,176.93000000000001,119,2014-01-04
South Dakota,387.80000000000001,161,364.98000000000002,168,125.68000000000001,20,2014-01-04
Tennessee,359.74000000000001,1551,224.21000000000001,1226,199.5,148,2014-01-04
Texas,343.23000000000002,6019,235.86000000000001,5660,141.59,854,2014-01-04
Utah,291.77999999999997,691,232.84,670,169.84,42,2014-01-04
Vermont,379.75999999999999,278,323.29000000000002,226,187.06,24,2014-01-04
Virginia,373.72000000000003,2490,288.22000000000003,1967,223.02000000000001,202,2014-01-04
Washington,236.03,2359,191.94999999999999,2358,148.33000000000001,108,2014-01-04
West Virginia,361.11000000000001,353,197.59999999999999,371,158.25,40,2014-01-04
Wisconsin,358.04000000000002,1630,268.62,1374,228.87,128,2014-01-04
Wyoming,354.02999999999997,94,378.94999999999999,134,161.30000000000001,11,2014-01-04
Alabama,339.19999999999999,1102,201.09999999999999,991,152.02000000000001,129,2014-02-04
Alaska,288.12,268,253.97,314,388.57999999999998,26,2014-02-04
Arizona,303.19999999999999,2025,210.16,1714,195.84999999999999,232,2014-02-04
Arkansas,359.41000000000003,604,183.12,577,128.13999999999999,121,2014-02-04
California,248.25,12623,192.87,13465,191.53999999999999,806,2014-02-04
Colorado,237.56999999999999,2318,198.53,1914,223.47,138,2014-02-04
Connecticut,346.80000000000001,1355,274.06,1394,252.31,95,2014-02-04
Delaware,373.45999999999998,365,227.38,285,199.88,34,2014-02-04
District of Columbia,349.92000000000002,464,292.22000000000003,371,211.38,40,2014-02-04
