State,HighQ,HighQN,MedQ,MedQN,LowQ,LowQN,date
New Hampshire,358.44,520,290.63,571,617.09000000000003,46,2014-07-21
New Jersey,349.81,2710,288.17000000000002,3578,226.46000000000001,232,2014-07-21
New Mexico,290.67000000000002,688,201.74000000000001,565,96.319999999999993,57,2014-07-21
New York,347.25,6969,265.55000000000001,7486,209.22999999999999,556,2014-07-21
North Carolina,349.99000000000001,3562,245.31999999999999,2549,149.22,277,2014-07-21
North Dakota,405.30000000000001,184,365.16000000000003,268,335.80000000000001,20,2014-07-21
Ohio,334.86000000000001,3757,217.56999999999999,3693,165.78999999999999,495,2014-07-21
Oklahoma,365.38999999999999,933,234.72999999999999,914,121.01000000000001,166,2014-07-21
Oregon,208.91,1949,184.30000000000001,1696,175.19999999999999,81,2014-07-21
Maryland,370.82999999999998,2497,252.36000000000001,2069,187.53,178,2014-07-21
Massachusetts,350.23000000000002,3574,289.29000000000002,3167,222.86000000000001,263,2014-07-21
Michigan,292.31,3620,275.76999999999998,3232,268.19999999999999,266,2014-07-21
Minnesota,358.12,2102,276.75,2072,186.19999999999999,113,2014-07-21
Mississippi,336.25,532,145.16,465,146.12,128,2014-07-21
Missouri,355.64999999999998,1959,245.50999999999999,1779,146,269,2014-07-21
Pennsylvania,366.48000000000002,4839,267.55000000000001,4215,192.22,451,2014-07-21
Rhode Island,322.88999999999999,636,257.89999999999998,457,199.96000000000001,40,2014-07-21
South Carolina,342.19999999999999,1459,201.28999999999999,1192,186.75999999999999,147,2014-07-21
South Dakota,377.24000000000001,193,351.95999999999998,222,123.94,22,2014-07-21
Tennessee,353.33999999999997,1973,224.91999999999999,1617,184.61000000000001,190,2014-07-21
Texas,337.57999999999998,7381,232.88,7403,144.21000000000001,1047,2014-07-21
Utah,288.36000000000001,850,239.05000000000001,907,204.58000000000001,56,2014-07-21
Vermont,375.56999999999999,327,318.83999999999997,302,190.36000000000001,27,2014-07-21
Virginia,368.06999999999999,3052,291.98000000000002,2597,222.65000000000001,251,2014-07-21
Washington,232.77000000000001,2937,190,3056,138.47,136,2014-07-21
West Virginia,353.85000000000002,482,214.91,465,148.86000000000001,53,2014-07-21
Wisconsin,353.61000000000001,1974,271.69,1823,249.19,146,2014-07-21
Wyoming,350.99000000000001,114,359.33999999999997,163,161.30000000000001,12,2014-07-21
Alabama,340.55000000000001,1398,204.16999999999999,1267,144.97999999999999,161,2014-08-21
Alaska,289.81,327,260.69,407,403.32999999999998,33,2014-08-21
Arizona,300.37,2418,209.46000000000001,2144,185.78,283,2014-08-21
Arkansas,346.66000000000003,760,180.21000000000001,729,126.09999999999999,135,2014-08-21
California,245.16,15172,191.53999999999999,16959,188.69999999999999,992,2014-08-21
Colorado,237.91,2852,196.96000000000001,2467,226.77000000000001,168,2014-08-21
Connecticut,341.07999999999998,1636,271.94,1762,249.99000000000001,107,2014-08-21
Delaware,365.60000000000002,447,230.27000000000001,380,204.86000000000001,39,2014-08-21
District of Columbia,346.81,579,288.55000000000001,496,209.83000000000001,47,2014-08-21
Florida,302.81999999999999,8521,217.66999999999999,7203,151.18000000000001,638,2014-08-21
Georgia,326.54000000000002,4017,216.43000000000001,3054,145.43000000000001,282,2014-08-21
Hawaii,310.26999999999998,416,266.68000000000001,464,174.22999999999999,29,2014-08-21
Idaho,277.10000000000002,395,248.88999999999999,590,163.53,32,2014-08-21
Illinois,355.83999999999997,5105,283.18000000000001,4837,193.38999999999999,412,2014-08-21
Indiana,333.17000000000002,2149,211.44999999999999,1978,155.34,302,2014-08-21
Iowa,366.27999999999997,879,289.98000000000002,899,249.30000000000001,112,2014-08-21
Kansas,351.06,1060,261.93000000000001,883,121.73,130,2014-08-21
Kentucky,338.38999999999999,1338,183.44999999999999,1320,123.31,167,2014-08-21
Louisiana,366.36000000000001,1387,244.94999999999999,1201,144.08000000000001,293,2014-08-21
Maine,315.55000000000001,560,254.22999999999999,578,272.94999999999999,59,2014-08-21
Montana,266.82999999999998,686,248.81,338,571.67999999999995,30,2014-08-21
Nebraska,341.56999999999999,641,250.77000000000001,642,133.37,73,2014-08-21
Nevada,268.12,1124,229.34999999999999,1263,234.28999999999999,76,2014-08-21
New Hampshire,356.61000000000001,539,291.25,587,617.09000000000003,46,2014-08-21
New Jersey,348.61000000000001,2789,288.16000000000003,3702,224.66999999999999,238,2014-08-21
New Mexico,288.91000000000003,711,201.33000000000001,574,94.879999999999995,58,2014-08-21
New York,346.13,7158,265.29000000000002,7720,208.36000000000001,575,2014-08-21
North Carolina,349.25,3656,245.94,2648,151.41999999999999,285,2014-08-21
North Dakota,405.45999999999998,186,365.32999999999998,272,336.50999999999999,21,2014-08-21
Ohio,334.56,3853,217.34,3804,165.30000000000001,503,2014-08-21
Oklahoma,363.38999999999999,962,232.28,935,122.59999999999999,175,2014-08-21
Oregon,208.69,1993,183.50999999999999,1755,177.41999999999999,84,2014-08-21
Maryland,370.27999999999997,2566,252.52000000000001,2150,187.00999999999999,181,2014-08-21
Massachusetts,350.33999999999997,3671,288.92000000000002,3298,221.68000000000001,269,2014-08-21
Michigan,291.14999999999998,3700,274.39999999999998,3319,265.05000000000001,272,2014-08-21
Minnesota,355.42000000000002,2157,276.10000000000002,2151,183.94,115,2014-08-21
Mississippi,336.94,545,146.65000000000001,479,145.59999999999999,129,2014-08-21
Missouri,357.57999999999998,2005,246.03,1845,146.09999999999999,273,2014-08-21
Pennsylvania,366.06999999999999,4998,267.83999999999997,4359,192.86000000000001,469,2014-08-21
Rhode Island,321.36000000000001,657,257.92000000000002,474,199.96000000000001,40,2014-08-21
South Carolina,342,1510,202.02000000000001,1236,185.30000000000001,152,2014-08-21
South Dakota,377.11000000000001,196,348.32999999999998,228,123.94,22,2014-08-21
Tennessee,352.93000000000001,2023,225.84,1665,184.52000000000001,197,2014-08-21
Texas,336.89999999999998,7530,233.41999999999999,7611,144.18000000000001,1064,2014-08-21
Utah,287.36000000000001,870,238.72,929,207.34999999999999,57,2014-08-21
Vermont,374.77999999999997,332,316.88,318,190.75999999999999,28,2014-08-21
Virginia,366.79000000000002,3147,291.98000000000002,2696,224.37,256,2014-08-21
Washington,232.71000000000001,3018,189.66,3149,136.53,143,2014-08-21
West Virginia,354.79000000000002,495,214.08000000000001,477,145.37,55,2014-08-21
Wisconsin,352.73000000000002,2023,271.69,1908,252.50999999999999,148,2014-08-21
Wyoming,349.69,116,356.25,170,161.30000000000001,12,2014-08-21
Alabama,339.49000000000001,1074,199.38,971,152.02000000000001,129,2014-01-22
Alaska,290.75,263,263.23000000000002,306,388.57999999999998,26,2014-01-22
Arizona,303.57999999999998,1990,210.15000000000001,1672,197.16999999999999,226,2014-01-22
Arkansas,360.66000000000003,590,183.33000000000001,563,128.03,116,2014-01-22
California,248.28,12424,193.19999999999999,13203,192.71000000000001,791,2014-01-22
Colorado,237.09999999999999,2263,197.41,1852,213.55000000000001,134,2014-01-22
Connecticut,347.23000000000002,1330,273.63999999999999,1363,254.61000000000001,92,2014-01-22
Delaware,372.79000000000002,360,225.91,282,199.88,34,2014-01-22
District of Columbia,352.20999999999998,452,292.67000000000002,358,211.38,40,2014-01-22
Florida,306.17000000000002,6712,219.65000000000001,5415,157.77000000000001,524,2014-01-22
Georgia,332.11000000000001,3192,214.24000000000001,2340,154.69999999999999,233,2014-01-22
Hawaii,308.22000000000003,335,272.55000000000001,363,162.11000000000001,26,2014-01-22
Idaho,276.69,322,255.78999999999999,456,133.75,22,2014-01-22
Illinois,359.5,4113,287.49000000000001,3761,181.72999999999999,347,2014-01-22
Indiana,336.81999999999999,1720,206.96000000000001,1500,161.44,255,2014-01-22
Iowa,371.69999999999999,710,293.07999999999998,671,252.24000000000001,103,2014-01-22
Kansas,355.19999999999999,856,260.87,651,123.2,110,2014-01-22
Kentucky,338.05000000000001,1042,181.36000000000001,1014,125.11,136,2014-01-22
Louisiana,375.13999999999999,1113,244.71000000000001,898,151.78,233,2014-01-22
Maine,319.86000000000001,465,257.83999999999997,444,214.80000000000001,52,2014-01-22
Montana,271.24000000000001,596,250.96000000000001,268,734.64999999999998,22,2014-01-22
Nebraska,352.64999999999998,522,248.74000000000001,525,142.50999999999999,63,2014-01-22
Nevada,270.47000000000003,930,219.22999999999999,956,255.22999999999999,62,2014-01-22
New Hampshire,378.23000000000002,443,287.32999999999998,465,561.24000000000001,39,2014-01-22
New Jersey,355.36000000000001,2297,293.08999999999997,2887,231.96000000000001,193,2014-01-22
New Mexico,294.63,581,205.59999999999999,448,63.700000000000003,42,2014-01-22
New York,352.19999999999999,5968,268.16000000000003,6018,189.84999999999999,493,2014-01-22
North Carolina,355.68000000000001,2881,247.58000000000001,1976,151.72,233,2014-01-22
North Dakota,410.88,141,332.74000000000001,209,269.55000000000001,13,2014-01-22
Ohio,336.77999999999997,3149,213.69999999999999,2908,167.81999999999999,411,2014-01-22
Oklahoma,364.18000000000001,778,229.5,699,120.54000000000001,134,2014-01-22
Oregon,212.75,1654,189.03999999999999,1369,175.34,63,2014-01-22
Maryland,379.64999999999998,2028,248.5,1607,196.11000000000001,153,2014-01-22
Massachusetts,353.81999999999999,2953,297.06,2543,217.65000000000001,223,2014-01-22
Michigan,298.38999999999999,3130,276.76999999999998,2605,228.03999999999999,233,2014-01-22
Minnesota,370.12,1765,278.19999999999999,1595,182.59,102,2014-01-22
Mississippi,340.43000000000001,420,150.69,360,137.47999999999999,99,2014-01-22
Missouri,367.72000000000003,1604,241.96000000000001,1331,151.37,211,2014-01-22
Pennsylvania,372,3954,266.23000000000002,3323,194.30000000000001,379,2014-01-22
Rhode Island,333.75999999999999,539,261.62,366,201.75,34,2014-01-22
South Carolina,347.07999999999998,1191,202.00999999999999,932,171.19999999999999,125,2014-01-22
South Dakota,386.25,168,367.48000000000002,170,125.68000000000001,20,2014-01-22
Tennessee,358.26999999999998,1603,224.63,1272,199.5,153,2014-01-22
Texas,342.07999999999998,6162,236.03,5854,142.83000000000001,873,2014-01-22
Utah,292.31,706,232.24000000000001,703,168.59,44,2014-01-22
Vermont,378.20999999999998,284,323,232,187.63999999999999,25,2014-01-22
Virginia,374.12,2551,287.5,2033,226.78,212,2014-01-22
Washington,235.78,2402,191.88,2431,142.94,110,2014-01-22
West Virginia,363.08999999999997,371,198.74000000000001,384,158.30000000000001,41,2014-01-22
Wisconsin,358.18000000000001,1675,269.47000000000003,1420,231.68000000000001,130,2014-01-22
Wyoming,354.02999999999997,94,378.63999999999999,137,161.30000000000001,11,2014-01-22
Alabama,340.81999999999999,1132,202.84,1021,146.33000000000001,133,2014-02-22
Alaska,287.31999999999999,279,253.84,320,388.57999999999998,26,2014-02-22
Arizona,303.25,2073,209.96000000000001,1756,195.13999999999999,238,2014-02-22
Arkansas,358.76999999999998,619,182.72999999999999,586,127.31,124,2014-02-22
California,247.94999999999999,12881,192.84,13776,190.69,826,2014-02-22
Colorado,237.55000000000001,2377,197.81,1959,227.88999999999999,143,2014-02-22
Connecticut,347.27999999999997,1380,277.05000000000001,1439,252.31,95,2014-02-22
Delaware,371.44999999999999,372,227.47,292,206.61000000000001,36,2014-02-22
District of Columbia,351.19,471,293.31999999999999,383,208.53,41,2014-02-22
Florida,305.31999999999999,7071,219.65000000000001,5742,153.30000000000001,543,2014-02-22
Georgia,331.17000000000002,3334,213.66,2436,152.41,238,2014-02-22
Hawaii,307.81999999999999,347,273.88999999999999,377,167.62,27,2014-02-22
Idaho,274.93000000000001,331,257.86000000000001,483,129.38999999999999,24,2014-02-22
Illinois,355.88,4320,287.64999999999998,3914,177.53999999999999,359,2014-02-22
Indiana,334.85000000000002,1815,208.24000000000001,1571,168.69999999999999,261,2014-02-22
Iowa,371.13,744,292.37,707,247.69,107,2014-02-22
Kansas,353.97000000000003,884,261.38999999999999,695,113.12,113,2014-02-22
Kentucky,338.12,1088,181.25,1061,124.52,142,2014-02-22
Louisiana,373.41000000000003,1159,244.21000000000001,946,148.11000000000001,246,2014-02-22
Maine,320.29000000000002,476,259.94,466,214.80000000000001,52,2014-02-22
Montana,269.98000000000002,612,251.25999999999999,283,734.64999999999998,22,2014-02-22
Nebraska,347.01999999999998,545,249.27000000000001,546,141.75999999999999,64,2014-02-22
Nevada,269.08999999999997,956,218.44,1007,252.49000000000001,63,2014-02-22
New Hampshire,370.97000000000003,460,289.70999999999998,479,677.38,41,2014-02-22
New Jersey,353.61000000000001,2374,292.05000000000001,3015,233.62,204,2014-02-22
New Mexico,291.75999999999999,606,204.55000000000001,465,69.760000000000005,43,2014-02-22
New York,351.19999999999999,6165,267.94,6284,189.63999999999999,507,2014-02-22
North Carolina,354.63999999999999,3003,247.91999999999999,2072,151.74000000000001,244,2014-02-22
North Dakota,403.31,151,352.92000000000002,225,363.11000000000001,16,2014-02-22
Ohio,336.38,3275,213.47999999999999,3058,166.06,424,2014-02-22
Oklahoma,365.60000000000002,812,227.75999999999999,738,118.86,141,2014-02-22
Oregon,211.91999999999999,1719,188.66999999999999,1435,169.34,68,2014-02-22
Maryland,380.10000000000002,2129,249.84999999999999,1690,191.08000000000001,159,2014-02-22
Massachusetts,352.25999999999999,3070,296.29000000000002,2648,220.43000000000001,230,2014-02-22
Michigan,297.76999999999998,3217,274.36000000000001,2722,225.21000000000001,239,2014-02-22
Minnesota,369.30000000000001,1827,278.16000000000003,1679,181.28,103,2014-02-22
Mississippi,339.31,446,147.36000000000001,386,140.50999999999999,111,2014-02-22
Missouri,367.81,1681,242.41,1407,149.40000000000001,217,2014-02-22
Pennsylvania,370.75,4165,266.72000000000003,3513,190.66,392,2014-02-22
Rhode Island,332.38999999999999,563,259.74000000000001,385,201.75,34,2014-02-22
South Carolina,345.94999999999999,1251,202.27000000000001,986,174.44999999999999,128,2014-02-22
South Dakota,389.69,175,367.50999999999999,182,124.17,21,2014-02-22
Tennessee,356.37,1675,226.74000000000001,1344,193.30000000000001,166,2014-02-22
Texas,341.81,6432,235.56999999999999,6188,144.47999999999999,920,2014-02-22
Utah,292.42000000000002,732,234.09999999999999,749,189.78,47,2014-02-22
Vermont,377.43000000000001,292,320.61000000000001,253,187.63999999999999,25,2014-02-22
Virginia,372.81,2644,288.56,2140,226.77000000000001,224,2014-02-22
Washington,235.27000000000001,2495,191.24000000000001,2532,146.31999999999999,117,2014-02-22
West Virginia,363.73000000000002,396,217.44,401,160.65000000000001,42,2014-02-22
Wisconsin,357.94999999999999,1737,269.99000000000001,1492,238.37,138,2014-02-22
Wyoming,351.81,96,374.60000000000002,141,161.30000000000001,11,2014-02-22
Alabama,341.19999999999999,1184,204.72,1074,147.59,138,2014-03-22
Alaska,285.64999999999998,283,256.50999999999999,339,388.57999999999998,26,2014-03-22
Arizona,302.76999999999998,2128,209.24000000000001,1828,190.91,247,2014-03-22
Arkansas,351.75,651,183.38,612,129.66999999999999,126,2014-03-22
California,246.94,13262,193,14318,191.80000000000001,852,2014-03-22
Colorado,238.62,2481,197.55000000000001,2048,224.31999999999999,148,2014-03-22
Connecticut,346.62,1418,275.57999999999998,1494,252.31,95,2014-03-22
Delaware,371.87,385,226.25,312,206.61000000000001,36,2014-03-22
District of Columbia,348.62,485,292.51999999999998,400,208.53,41,2014-03-22
Florida,304.97000000000003,7342,218.97999999999999,5992,152.19999999999999,565,2014-03-22
Georgia,329.60000000000002,3466,214.50999999999999,2551,152.30000000000001,245,2014-03-22
Hawaii,316.74000000000001,359,275.87,395,167.62,27,2014-03-22
Idaho,275.44,343,256.51999999999998,505,140.27000000000001,26,2014-03-22
Illinois,357.94,4454,286.94,4067,188.31,370,2014-03-22
Indiana,334.33999999999997,1870,208.80000000000001,1656,167.06999999999999,265,2014-03-22
Iowa,370.94999999999999,762,291.56999999999999,739,247.69,107,2014-03-22
Kansas,352.00999999999999,922,261.94,726,121.53,116,2014-03-22
Kentucky,339.51999999999998,1145,182.68000000000001,1106,125.09999999999999,145,2014-03-22
Louisiana,370.93000000000001,1192,243.97,988,148.13,254,2014-03-22
Maine,319.85000000000002,498,258.82999999999998,480,213.47999999999999,53,2014-03-22
Montana,269.31999999999999,623,251.22999999999999,294,675.48000000000002,24,2014-03-22
Nebraska,347.02999999999997,566,250.06999999999999,560,140.63,67,2014-03-22
Nevada,268.17000000000002,983,228.49000000000001,1053,252.49000000000001,63,2014-03-22
New Hampshire,360.75999999999999,476,290.27999999999997,497,677.38,41,2014-03-22
New Jersey,353.24000000000001,2445,291.88999999999999,3141,232.15000000000001,213,2014-03-22
New Mexico,290.92000000000002,624,214.74000000000001,485,75.239999999999995,45,2014-03-22
New York,350.86000000000001,6330,266.88,6533,204.88999999999999,519,2014-03-22
North Carolina,353.91000000000003,3129,246.66999999999999,2173,151.31999999999999,248,2014-03-22
North Dakota,401.42000000000002,161,355.13999999999999,231,347.50999999999999,17,2014-03-22
Ohio,335.69,3376,214.43000000000001,3198,165.74000000000001,435,2014-03-22
Oklahoma,364.94,839,228.84999999999999,772,118.31999999999999,149,2014-03-22
Oregon,211.13,1768,187.03,1486,169.41999999999999,70,2014-03-22
Maryland,377.56999999999999,2199,249.58000000000001,1763,190.34,165,2014-03-22
Massachusetts,351.02999999999997,3158,295.02999999999997,2757,218.41,237,2014-03-22
Michigan,295.69999999999999,3312,272.74000000000001,2811,229.56,243,2014-03-22
Minnesota,367.69,1894,276.97000000000003,1768,179.69999999999999,104,2014-03-22
Mississippi,343.30000000000001,466,146.72,401,141.71000000000001,117,2014-03-22
Missouri,368.30000000000001,1754,244.11000000000001,1472,149.47,221,2014-03-22
Pennsylvania,369.35000000000002,4321,267.39999999999998,3673,193.28999999999999,405,2014-03-22
Rhode Island,331.92000000000002,578,258.79000000000002,400,201.75,34,2014-03-22
South Carolina,345.97000000000003,1294,202.63999999999999,1028,187.5,137,2014-03-22
South Dakota,388.48000000000002,178,354.5,187,124.17,21,2014-03-22
Tennessee,357.00999999999999,1736,226.49000000000001,1411,191.19999999999999,170,2014-03-22
Texas,340.81999999999999,6650,234.78999999999999,6468,143.34999999999999,948,2014-03-22
Utah,291.61000000000001,752,242.34999999999999,780,187.19,48,2014-03-22
Vermont,377.02999999999997,298,320.55000000000001,259,190.36000000000001,26,2014-03-22
Virginia,372.37,2726,288.23000000000002,2229,225.25,227,2014-03-22
Washington,234.40000000000001,2597,191.31,2622,145.18000000000001,119,2014-03-22
West Virginia,359.56999999999999,421,215.06,416,158.18000000000001,44,2014-03-22
Wisconsin,356.69999999999999,1788,269.37,1562,240.15000000000001,139,2014-03-22
Wyoming,355.70999999999998,100,376.85000000000002,146,161.30000000000001,11,2014-03-22
Alabama,340.87,1240,205.16999999999999,1113,143.97999999999999,143,2014-04-22
Alaska,287.82999999999998,293,256.94999999999999,350,375.81999999999999,27,2014-04-22
Arizona,301.47000000000003,2202,209.28999999999999,1912,193.41999999999999,255,2014-04-22
Arkansas,352.04000000000002,682,184.87,634,129.02000000000001,128,2014-04-22
California,246.13999999999999,13666,191.97999999999999,14897,192,884,2014-04-22
Colorado,236.56,2568,196.50999999999999,2149,228.06999999999999,153,2014-04-22
Connecticut,345.14999999999998,1460,274.52999999999997,1547,249.46000000000001,99,2014-04-22
Delaware,370.60000000000002,398,227.50999999999999,322,209.72,38,2014-04-22
District of Columbia,347,503,290.44999999999999,420,214.00999999999999,45,2014-04-22
Florida,304.27999999999997,7633,218.46000000000001,6261,152.28,587,2014-04-22
Georgia,329.12,3595,215.19999999999999,2655,153.75,255,2014-04-22
Hawaii,314.13999999999999,373,276.01999999999998,411,167.62,27,2014-04-22
Idaho,275.06999999999999,353,255.16,519,139.21000000000001,27,2014-04-22
Illinois,356.69,4613,285.94999999999999,4211,189.05000000000001,379,2014-04-22
Indiana,334.25999999999999,1926,209.75,1710,157.34999999999999,275,2014-04-22
Iowa,369.87,791,290.47000000000003,773,247.09999999999999,110,2014-04-22
Kansas,350.63999999999999,959,261.87,761,118.41,121,2014-04-22
Kentucky,337.93000000000001,1185,182.59999999999999,1153,123.77,152,2014-04-22
Louisiana,369.74000000000001,1232,244.34999999999999,1033,146.50999999999999,262,2014-04-22
Maine,318.38,512,257.89999999999998,503,213.77000000000001,57,2014-04-22
Montana,268.52999999999997,636,250.61000000000001,307,660.66999999999996,25,2014-04-22
Nebraska,344.70999999999998,585,250.90000000000001,576,140.02000000000001,68,2014-04-22
Nevada,268.5,1017,227.16999999999999,1094,243.46000000000001,66,2014-04-22
New Hampshire,360.58999999999997,486,290.85000000000002,514,677.38,41,2014-04-22
New Jersey,352.32999999999998,2520,291.04000000000002,3259,231.78,216,2014-04-22
New Mexico,290.77999999999997,636,201.16999999999999,514,84.950000000000003,48,2014-04-22
New York,349.19,6496,266.69,6758,205.53999999999999,527,2014-04-22
North Carolina,353.10000000000002,3247,244.91,2278,150.93000000000001,254,2014-04-22
North Dakota,392.48000000000002,166,351.02999999999997,242,334.13,18,2014-04-22
Ohio,336.17000000000002,3485,215.90000000000001,3344,164.68000000000001,449,2014-04-22
Oklahoma,366.19999999999999,866,233.53,814,120.93000000000001,154,2014-04-22
Oregon,209.96000000000001,1807,185.94,1539,165.75,75,2014-04-22
Maryland,374.80000000000001,2274,250.12,1837,188.84,169,2014-04-22
Massachusetts,350.54000000000002,3266,294.36000000000001,2861,220.03,243,2014-04-22
Michigan,295.25,3378,278.27999999999997,2916,272.57999999999998,248,2014-04-22
Minnesota,367.38,1957,276.58999999999997,1857,183.44999999999999,108,2014-04-22
Mississippi,340.64999999999998,483,146.33000000000001,415,140.94999999999999,119,2014-04-22
Missouri,368.5,1807,244.44999999999999,1559,143.97999999999999,235,2014-04-22
Pennsylvania,368.49000000000001,4452,267.23000000000002,3808,195.66,419,2014-04-22
Rhode Island,330.22000000000003,590,258.88,413,208.36000000000001,35,2014-04-22
South Carolina,344.22000000000003,1338,202.28,1070,186.91,139,2014-04-22
South Dakota,387.60000000000002,179,355.12,198,124.17,21,2014-04-22
Tennessee,355.76999999999998,1801,224.75,1456,187.96000000000001,175,2014-04-22
Texas,339.44,6856,234.03,6731,143.5,975,2014-04-22
Utah,291.05000000000001,781,241.46000000000001,815,188.53,50,2014-04-22
Vermont,377.39999999999998,310,318.98000000000002,269,190.36000000000001,26,2014-04-22
Virginia,370.81999999999999,2812,288.44,2324,223.44999999999999,236,2014-04-22
Washington,233.56999999999999,2661,190.55000000000001,2717,141.86000000000001,123,2014-04-22
West Virginia,355.44999999999999,438,214.97999999999999,430,158.25,46,2014-04-22
Wisconsin,355.33999999999997,1841,271.12,1641,240.36000000000001,142,2014-04-22
Wyoming,355.11000000000001,106,361.56,152,161.30000000000001,11,2014-04-22
Alabama,340.58999999999997,1289,204.68000000000001,1161,144.03999999999999,148,2014-05-22
Alaska,285.64999999999998,304,259.89999999999998,366,359.87,30,2014-05-22
Arizona,302.37,2252,208.36000000000001,1977,189.13999999999999,265,2014-05-22
Arkansas,351.14999999999998,697,183.47,654,127.16,130,2014-05-22
California,245.83000000000001,14061,192.41999999999999,15400,190.33000000000001,916,2014-05-22
Colorado,236.84999999999999,2644,196.68000000000001,2232,230.97,157,2014-05-22
Connecticut,344.08999999999997,1499,272.95999999999998,1596,251.03,100,2014-05-22
Delaware,369.56999999999999,408,230.25,330,204.86000000000001,39,2014-05-22
District of Columbia,346.18000000000001,523,291.16000000000003,438,209.83000000000001,47,2014-05-22
Florida,303.62,7894,217.13999999999999,6524,152.52000000000001,600,2014-05-22
Georgia,327.47000000000003,3690,215.25999999999999,2775,144.31999999999999,262,2014-05-22
Hawaii,313.63999999999999,382,266.74000000000001,426,165.55000000000001,28,2014-05-22
Idaho,275.62,365,252.41999999999999,532,136.88999999999999,28,2014-05-22
Illinois,356.13,4722,285.5,4348,190.94,391,2014-05-22
Indiana,333.94,1980,210.31,1797,156.36000000000001,280,2014-05-22
Iowa,368.31,812,289.38,801,247.09999999999999,110,2014-05-22
Kansas,349.72000000000003,979,260.11000000000001,785,120.31,125,2014-05-22
Kentucky,339.27999999999997,1219,181.96000000000001,1207,124.92,158,2014-05-22
Louisiana,368.05000000000001,1277,244.94999999999999,1068,145.28,271,2014-05-22
Maine,318.13999999999999,524,256.95999999999998,524,274.25,58,2014-05-22
Montana,268.16000000000003,647,252.43000000000001,312,645.60000000000002,26,2014-05-22
Nebraska,343.44,602,251.22999999999999,592,134.50999999999999,71,2014-05-22
Nevada,268,1038,229.69999999999999,1136,238.93000000000001,69,2014-05-22
New Hampshire,359.67000000000002,496,291.11000000000001,530,666.71000000000004,42,2014-05-22
New Jersey,351.45999999999998,2576,289.75,3346,224.99000000000001,221,2014-05-22
New Mexico,289.95999999999998,651,201.34999999999999,526,85.810000000000002,52,2014-05-22
New York,348.23000000000002,6656,266.20999999999998,6978,205.74000000000001,537,2014-05-22
North Carolina,351.31999999999999,3361,244.97999999999999,2372,151.16999999999999,260,2014-05-22
North Dakota,401.38,176,353.73000000000002,249,334.13,18,2014-05-22
Ohio,335.63999999999999,3579,216.34,3457,163.11000000000001,464,2014-05-22
Oklahoma,367.11000000000001,888,234.44,840,119.37,159,2014-05-22
Oregon,209.65000000000001,1844,185.37,1590,163.84,77,2014-05-22
Maryland,373.13999999999999,2341,250.31999999999999,1916,189.56999999999999,171,2014-05-22
Massachusetts,350.85000000000002,3359,293.88,2957,218.66999999999999,247,2014-05-22
Michigan,294.75999999999999,3465,278.18000000000001,3016,273.48000000000002,256,2014-05-22
Minnesota,366.22000000000003,2016,277.00999999999999,1916,181.83000000000001,109,2014-05-22
Mississippi,340.04000000000002,507,146.22999999999999,438,140.56999999999999,120,2014-05-22
Missouri,365.85000000000002,1862,244.13,1630,144.47,253,2014-05-22
Pennsylvania,367.19999999999999,4573,267.67000000000002,3945,196.33000000000001,432,2014-05-22
Rhode Island,328.42000000000002,603,257.14999999999998,429,201.41999999999999,37,2014-05-22
South Carolina,344.70999999999998,1379,200.34999999999999,1107,190.55000000000001,141,2014-05-22
South Dakota,382.94,184,351.98000000000002,207,123.94,22,2014-05-22
Tennessee,354.77999999999997,1853,225.46000000000001,1513,187.46000000000001,176,2014-05-22
Texas,338.63999999999999,7024,233.66999999999999,6942,142.24000000000001,1001,2014-05-22
Utah,289.38,804,239.09,840,202.80000000000001,53,2014-05-22
Vermont,376.51999999999998,315,321.25999999999999,279,190.36000000000001,26,2014-05-22
Virginia,369.63,2898,288.85000000000002,2419,222.77000000000001,243,2014-05-22
Washington,232.93000000000001,2713,190.08000000000001,2813,142.97999999999999,128,2014-05-22
West Virginia,355.27999999999997,453,215.12,439,156.09999999999999,48,2014-05-22
Wisconsin,354.79000000000002,1883,271.81999999999999,1689,237.56,145,2014-05-22
Wyoming,350.72000000000003,108,358.86000000000001,157,161.30000000000001,11,2014-05-22
Alabama,341.12,1329,204.56999999999999,1185,148.38999999999999,152,2014-06-22
Alaska,288.79000000000002,316,262.23000000000002,381,372.08999999999997,31,2014-06-22
Arizona,302.72000000000003,2311,209.03,2039,185.41,274,2014-06-22
Arkansas,349.88999999999999,717,183.91,681,126.2,134,2014-06-22
California,245.44,14425,191.96000000000001,15919,189.09999999999999,941,2014-06-22
Colorado,237.09999999999999,2708,196.49000000000001,2296,231.56,158,2014-06-22
Connecticut,343.69,1530,271.64999999999998,1656,256.92000000000002,102,2014-06-22
Delaware,368.14999999999998,420,232.06,347,204.86000000000001,39,2014-06-22
District of Columbia,345.12,545,292.32999999999998,453,209.83000000000001,47,2014-06-22
Florida,302.72000000000003,8124,217.83000000000001,6735,151.84999999999999,615,2014-06-22
Georgia,327.20999999999998,3808,215.55000000000001,2869,146.68000000000001,271,2014-06-22
Hawaii,314.04000000000002,387,275.70999999999998,439,165.55000000000001,28,2014-06-22
Idaho,275.55000000000001,374,250,557,136.88999999999999,28,2014-06-22
Illinois,356.11000000000001,4835,284.95999999999998,4490,190.19999999999999,397,2014-06-22
Indiana,333.33999999999997,2043,210.91,1862,155.97999999999999,288,2014-06-22
