State|HighQ|HighQN|date
New Jersey|350.18000000000001|2648|2014-06-22
New Mexico|290.36000000000001|671|2014-06-22
New York|347.38999999999999|6795|2014-06-22
North Carolina|350.27999999999997|3458|2014-06-22
North Dakota|401.14999999999998|178|2014-06-22
Ohio|335.69|3657|2014-06-22
Oklahoma|364.94999999999999|909|2014-06-22
Oregon|209.03|1887|2014-06-22
Maryland|371.5|2411|2014-06-22
Massachusetts|350.70999999999998|3465|2014-06-22
Michigan|293.5|3548|2014-06-22
Minnesota|359.20999999999998|2062|2014-06-22
Mississippi|337.04000000000002|519|2014-06-22
Missouri|362.26999999999998|1907|2014-06-22
Pennsylvania|367.22000000000003|4703|2014-06-22
Rhode Island|324.56999999999999|621|2014-06-22
South Carolina|343.22000000000003|1420|2014-06-22
South Dakota|378.98000000000002|188|2014-06-22
Tennessee|353.64999999999998|1916|2014-06-22
Texas|338.23000000000002|7174|2014-06-22
Utah|289.31999999999999|820|2014-06-22
Vermont|377.01999999999998|318|2014-06-22
Virginia|368.73000000000002|2981|2014-06-22
Washington|232.27000000000001|2818|2014-06-22
West Virginia|354.49000000000001|468|2014-06-22
Wisconsin|353.63|1925|2014-06-22
Wyoming|351.25|109|2014-06-22
Alabama|340.85000000000002|1367|2014-07-22
Alaska|287.32999999999998|323|2014-07-22
Arizona|300.93000000000001|2366|2014-07-22
Arkansas|348.39999999999998|737|2014-07-22
California|245.49000000000001|14834|2014-07-22
Colorado|238.19999999999999|2782|2014-07-22
Connecticut|342.36000000000001|1586|2014-07-22
Delaware|367.47000000000003|437|2014-07-22
District of Columbia|345.86000000000001|564|2014-07-22
Florida|302.06999999999999|8336|2014-07-22
Georgia|327.06|3911|2014-07-22
Hawaii|309.47000000000003|403|2014-07-22
Idaho|276.48000000000002|387|2014-07-22
Illinois|355.86000000000001|4955|2014-07-22
Indiana|333.12|2100|2014-07-22
Iowa|367.64999999999998|857|2014-07-22
Kansas|350.94|1026|2014-07-22
Kentucky|338.27999999999997|1296|2014-07-22
Louisiana|366.38999999999999|1355|2014-07-22
Maine|317.55000000000001|545|2014-07-22
Montana|266.98000000000002|675|2014-07-22
Nebraska|341.75999999999999|628|2014-07-22
Nevada|269.13|1100|2014-07-22
New Hampshire|358.44|520|2014-07-22
New Jersey|349.72000000000003|2715|2014-07-22
New Mexico|290.67000000000002|688|2014-07-22
New York|347.25|6972|2014-07-22
North Carolina|349.92000000000002|3563|2014-07-22
North Dakota|405.30000000000001|184|2014-07-22
Ohio|334.89999999999998|3759|2014-07-22
Oklahoma|365.38999999999999|933|2014-07-22
Oregon|208.91|1949|2014-07-22
Maryland|370.83999999999997|2502|2014-07-22
Massachusetts|350.25999999999999|3577|2014-07-22
Michigan|292.31999999999999|3621|2014-07-22
Minnesota|357.97000000000003|2104|2014-07-22
Mississippi|336.25|532|2014-07-22
Missouri|355.76999999999998|1963|2014-07-22
Pennsylvania|366.48000000000002|4843|2014-07-22
Rhode Island|322.88999999999999|636|2014-07-22
South Carolina|342.17000000000002|1460|2014-07-22
South Dakota|377.24000000000001|193|2014-07-22
Tennessee|353.17000000000002|1974|2014-07-22
Texas|337.57999999999998|7385|2014-07-22
Utah|288.36000000000001|850|2014-07-22
Vermont|375.56999999999999|327|2014-07-22
Virginia|367.95999999999998|3056|2014-07-22
Washington|232.72999999999999|2941|2014-07-22
West Virginia|354.29000000000002|483|2014-07-22
Wisconsin|353.61000000000001|1974|2014-07-22
Wyoming|350.99000000000001|114|2014-07-22
Alabama|340.55000000000001|1398|2014-08-22
Alaska|289.81|327|2014-08-22
Arizona|300.37|2418|2014-08-22
Arkansas|346.66000000000003|760|2014-08-22
California|245.16999999999999|15181|2014-08-22
Colorado|237.91|2852|2014-08-22
Connecticut|341.07999999999998|1636|2014-08-22
Delaware|365.88|448|2014-08-22
District of Columbia|346.73000000000002|580|2014-08-22
Florida|302.75|8526|2014-08-22
Georgia|326.44999999999999|4021|2014-08-22
Hawaii|310|417|2014-08-22
Idaho|277.10000000000002|395|2014-08-22
Illinois|355.83999999999997|5105|2014-08-22
Indiana|333.17000000000002|2149|2014-08-22
Iowa|366.27999999999997|879|2014-08-22
Kansas|351.06999999999999|1061|2014-08-22
Kentucky|338.38999999999999|1338|2014-08-22
Louisiana|366.31|1388|2014-08-22
Maine|315.55000000000001|560|2014-08-22
Montana|266.82999999999998|686|2014-08-22
Nebraska|341.56999999999999|641|2014-08-22
Nevada|268.10000000000002|1125|2014-08-22
New Hampshire|356.61000000000001|539|2014-08-22
New Jersey|348.63|2790|2014-08-22
New Mexico|289.20999999999998|712|2014-08-22
New York|346.12|7163|2014-08-22
North Carolina|349.24000000000001|3659|2014-08-22
North Dakota|405.45999999999998|186|2014-08-22
Ohio|334.5|3857|2014-08-22
Oklahoma|363.38999999999999|962|2014-08-22
Oregon|208.66|1994|2014-08-22
Maryland|370.25|2567|2014-08-22
Massachusetts|350.32999999999998|3674|2014-08-22
Michigan|291.17000000000002|3702|2014-08-22
Minnesota|355.39999999999998|2158|2014-08-22
Mississippi|336.94|545|2014-08-22
Missouri|357.44999999999999|2006|2014-08-22
Pennsylvania|366.06|4999|2014-08-22
Rhode Island|321.36000000000001|657|2014-08-22
South Carolina|342|1510|2014-08-22
South Dakota|377.11000000000001|196|2014-08-22
Tennessee|352.93000000000001|2023|2014-08-22
Texas|336.88999999999999|7534|2014-08-22
Utah|287.36000000000001|870|2014-08-22
Vermont|374.77999999999997|332|2014-08-22
Virginia|366.79000000000002|3147|2014-08-22
Washington|232.69999999999999|3019|2014-08-22
West Virginia|354.79000000000002|495|2014-08-22
Wisconsin|352.75|2024|2014-08-22
Wyoming|330.41000000000003|117|2014-08-22
Alabama|339.13|1076|2014-01-23
Alaska|290.75|263|2014-01-23
Arizona|303.69|1995|2014-01-23
Arkansas|360.73000000000002|591|2014-01-23
California|248.25|12434|2014-01-23
Colorado|237.36000000000001|2270|2014-01-23
Connecticut|347.22000000000003|1331|2014-01-23
Delaware|372.79000000000002|360|2014-01-23
District of Columbia|351.50999999999999|454|2014-01-23
Florida|306.19999999999999|6718|2014-01-23
Georgia|332.13999999999999|3198|2014-01-23
Hawaii|308.22000000000003|335|2014-01-23
Idaho|275.83999999999997|323|2014-01-23
Illinois|357.05000000000001|4119|2014-01-23
Indiana|336.44|1724|2014-01-23
Iowa|372.00999999999999|713|2014-01-23
Kansas|355.19999999999999|856|2014-01-23
Kentucky|338.42000000000002|1045|2014-01-23
Louisiana|374.69999999999999|1116|2014-01-23
Maine|319.86000000000001|466|2014-01-23
Montana|271.24000000000001|596|2014-01-23
Nebraska|352.64999999999998|523|2014-01-23
Nevada|270.51999999999998|931|2014-01-23
New Hampshire|378.23000000000002|443|2014-01-23
New Jersey|355.41000000000003|2299|2014-01-23
New Mexico|294.63|581|2014-01-23
New York|352.24000000000001|5974|2014-01-23
North Carolina|355.66000000000003|2883|2014-01-23
North Dakota|410.88|141|2014-01-23
Ohio|336.76999999999998|3154|2014-01-23
Oklahoma|365.06|779|2014-01-23
Oregon|212.65000000000001|1656|2014-01-23
Maryland|379.60000000000002|2029|2014-01-23
Massachusetts|353.66000000000003|2959|2014-01-23
Michigan|298.26999999999998|3138|2014-01-23
Minnesota|370.16000000000003|1768|2014-01-23
Mississippi|340.43000000000001|420|2014-01-23
Missouri|367.99000000000001|1606|2014-01-23
Pennsylvania|371.87|3961|2014-01-23
Rhode Island|333.75999999999999|539|2014-01-23
South Carolina|347.08999999999997|1192|2014-01-23
South Dakota|385.67000000000002|169|2014-01-23
Tennessee|358.44|1609|2014-01-23
Texas|342.13999999999999|6170|2014-01-23
Utah|292.31|706|2014-01-23
Vermont|378.20999999999998|284|2014-01-23
Virginia|374.13999999999999|2554|2014-01-23
Washington|235.84999999999999|2404|2014-01-23
West Virginia|363.08999999999997|371|2014-01-23
Wisconsin|358.18000000000001|1676|2014-01-23
Wyoming|354.02999999999997|94|2014-01-23
Alabama|340.73000000000002|1133|2014-02-23
Alaska|286.43000000000001|280|2014-02-23
Arizona|303.31999999999999|2074|2014-02-23
Arkansas|358.48000000000002|621|2014-02-23
California|247.87|12891|2014-02-23
Colorado|237.56|2381|2014-02-23
Connecticut|347.24000000000001|1383|2014-02-23
Delaware|371.44999999999999|372|2014-02-23
District of Columbia|351.50999999999999|472|2014-02-23
Florida|305.49000000000001|7080|2014-02-23
Georgia|331.17000000000002|3336|2014-02-23
Hawaii|308.33999999999997|348|2014-02-23
Idaho|274.93000000000001|331|2014-02-23
Illinois|355.83999999999997|4325|2014-02-23
Indiana|334.69|1819|2014-02-23
Iowa|371.13|744|2014-02-23
Kansas|353.79000000000002|885|2014-02-23
Kentucky|338.13|1089|2014-02-23
Louisiana|373.41000000000003|1159|2014-02-23
Maine|320.08999999999997|477|2014-02-23
Montana|270|613|2014-02-23
Nebraska|346.88999999999999|546|2014-02-23
Nevada|268.97000000000003|957|2014-02-23
New Hampshire|370.97000000000003|460|2014-02-23
New Jersey|353.57999999999998|2375|2014-02-23
New Mexico|291.75999999999999|606|2014-02-23
New York|351.19|6169|2014-02-23
North Carolina|354.58999999999997|3005|2014-02-23
North Dakota|403.25999999999999|153|2014-02-23
Ohio|336.36000000000001|3278|2014-02-23
Oklahoma|365.60000000000002|812|2014-02-23
Oregon|211.91|1721|2014-02-23
Maryland|380.06|2130|2014-02-23
Massachusetts|352.27999999999997|3071|2014-02-23
Michigan|297.67000000000002|3221|2014-02-23
Minnesota|369.12|1830|2014-02-23
Mississippi|339.31|446|2014-02-23
Missouri|367.61000000000001|1684|2014-02-23
Pennsylvania|370.69999999999999|4170|2014-02-23
Rhode Island|332.38999999999999|563|2014-02-23
South Carolina|345.49000000000001|1256|2014-02-23
South Dakota|389.69|175|2014-02-23
Tennessee|356.36000000000001|1676|2014-02-23
Texas|341.83999999999997|6434|2014-02-23
Utah|292.42000000000002|732|2014-02-23
Vermont|377.43000000000001|292|2014-02-23
Virginia|372.85000000000002|2645|2014-02-23
Washington|235.11000000000001|2499|2014-02-23
West Virginia|363.44999999999999|397|2014-02-23
Wisconsin|357.61000000000001|1739|2014-02-23
Wyoming|351.81|96|2014-02-23
Alabama|341.17000000000002|1185|2014-03-23
Alaska|286.81999999999999|284|2014-03-23
Arizona|302.81|2129|2014-03-23
Arkansas|352.39999999999998|654|2014-03-23
California|246.97999999999999|13270|2014-03-23
Colorado|237.44|2487|2014-03-23
Connecticut|346.63999999999999|1421|2014-03-23
Delaware|371.87|385|2014-03-23
District of Columbia|348.13|486|2014-03-23
Florida|304.87|7351|2014-03-23
Georgia|329.63|3469|2014-03-23
Hawaii|315.92000000000002|360|2014-03-23
Idaho|275.44|343|2014-03-23
Illinois|357.66000000000003|4462|2014-03-23
Indiana|334.33999999999997|1870|2014-03-23
Iowa|370.94999999999999|762|2014-03-23
Kansas|352.14999999999998|923|2014-03-23
Kentucky|339.51999999999998|1145|2014-03-23
Louisiana|370.91000000000003|1193|2014-03-23
Maine|319.85000000000002|498|2014-03-23
Montana|269.23000000000002|625|2014-03-23
Nebraska|345.87|569|2014-03-23
Nevada|268.12|985|2014-03-23
New Hampshire|360.92000000000002|477|2014-03-23
New Jersey|353.23000000000002|2446|2014-03-23
New Mexico|291.13999999999999|625|2014-03-23
New York|350.75|6335|2014-03-23
North Carolina|353.88|3130|2014-03-23
North Dakota|401.42000000000002|161|2014-03-23
Ohio|335.64999999999998|3379|2014-03-23
Oklahoma|364.69|840|2014-03-23
Oregon|211.09999999999999|1770|2014-03-23
Maryland|376.99000000000001|2204|2014-03-23
Massachusetts|350.88999999999999|3162|2014-03-23
Michigan|295.75|3314|2014-03-23
Minnesota|367.70999999999998|1895|2014-03-23
Mississippi|343.30000000000001|466|2014-03-23
Missouri|368.31999999999999|1755|2014-03-23
Pennsylvania|369.36000000000001|4326|2014-03-23
Rhode Island|331.92000000000002|578|2014-03-23
South Carolina|345.81|1296|2014-03-23
South Dakota|388.48000000000002|178|2014-03-23
Tennessee|357.13999999999999|1737|2014-03-23
Texas|340.73000000000002|6656|2014-03-23
Utah|291.61000000000001|752|2014-03-23
Vermont|377.02999999999997|298|2014-03-23
Virginia|372.30000000000001|2728|2014-03-23
Washington|234.38|2598|2014-03-23
West Virginia|359.56999999999999|421|2014-03-23
Wisconsin|356.69999999999999|1788|2014-03-23
Wyoming|355.70999999999998|100|2014-03-23
Alabama|340.67000000000002|1241|2014-04-23
Alaska|287.82999999999998|293|2014-04-23
Arizona|301.42000000000002|2204|2014-04-23
Arkansas|352.04000000000002|682|2014-04-23
California|246.18000000000001|13681|2014-04-23
Colorado|236.58000000000001|2569|2014-04-23
Connecticut|345.25|1461|2014-04-23
Delaware|370.60000000000002|398|2014-04-23
District of Columbia|347.37|505|2014-04-23
Florida|304.38|7645|2014-04-23
Georgia|328.95999999999998|3600|2014-04-23
Hawaii|314.13999999999999|373|2014-04-23
Idaho|275.06999999999999|353|2014-04-23
Illinois|356.68000000000001|4616|2014-04-23
Indiana|334.44|1928|2014-04-23
Iowa|369.77999999999997|792|2014-04-23
Kansas|350.63999999999999|959|2014-04-23
Kentucky|337.93000000000001|1185|2014-04-23
Louisiana|369.74000000000001|1232|2014-04-23
Maine|318.22000000000003|513|2014-04-23
Montana|268.52999999999997|636|2014-04-23
Nebraska|344.70999999999998|585|2014-04-23
Nevada|268.27999999999997|1018|2014-04-23
New Hampshire|359.77999999999997|487|2014-04-23
New Jersey|352.32999999999998|2520|2014-04-23
New Mexico|290.69999999999999|637|2014-04-23
New York|349.17000000000002|6501|2014-04-23
North Carolina|353.06999999999999|3251|2014-04-23
North Dakota|392.48000000000002|166|2014-04-23
Ohio|336.14999999999998|3488|2014-04-23
Oklahoma|366.19999999999999|866|2014-04-23
Oregon|209.96000000000001|1807|2014-04-23
Maryland|374.79000000000002|2275|2014-04-23
Massachusetts|350.52999999999997|3268|2014-04-23
Michigan|295.13|3381|2014-04-23
Minnesota|367.41000000000003|1958|2014-04-23
Mississippi|340.64999999999998|483|2014-04-23
Missouri|368.5|1807|2014-04-23
Pennsylvania|368.51999999999998|4456|2014-04-23
Rhode Island|330.22000000000003|590|2014-04-23
South Carolina|344.22000000000003|1338|2014-04-23
South Dakota|387.60000000000002|179|2014-04-23
Tennessee|355.67000000000002|1804|2014-04-23
Texas|339.51999999999998|6867|2014-04-23
Utah|291.07999999999998|782|2014-04-23
Vermont|377.13|311|2014-04-23
Virginia|370.81999999999999|2814|2014-04-23
Washington|233.56999999999999|2661|2014-04-23
West Virginia|354.67000000000002|439|2014-04-23
Wisconsin|355.30000000000001|1842|2014-04-23
Wyoming|355.11000000000001|106|2014-04-23
Alabama|340.60000000000002|1290|2014-05-23
Alaska|285.64999999999998|304|2014-05-23
Arizona|302.36000000000001|2256|2014-05-23
Arkansas|351.14999999999998|697|2014-05-23
California|245.81999999999999|14069|2014-05-23
Colorado|236.84|2645|2014-05-23
Connecticut|344.08999999999997|1501|2014-05-23
Delaware|369.56999999999999|408|2014-05-23
District of Columbia|346|524|2014-05-23
Florida|303.57999999999998|7902|2014-05-23
Georgia|327.5|3696|2014-05-23
Hawaii|313.63999999999999|382|2014-05-23
Idaho|275.62|365|2014-05-23
Illinois|356.22000000000003|4725|2014-05-23
Indiana|333.94|1980|2014-05-23
Iowa|368.31|812|2014-05-23
Kansas|349.72000000000003|979|2014-05-23
Kentucky|339.52999999999997|1221|2014-05-23
Louisiana|368.13999999999999|1278|2014-05-23
Maine|317.98000000000002|525|2014-05-23
Montana|268.16000000000003|647|2014-05-23
Nebraska|343.44|602|2014-05-23
Nevada|268.02999999999997|1039|2014-05-23
New Hampshire|359.67000000000002|496|2014-05-23
New Jersey|351.31999999999999|2579|2014-05-23
New Mexico|289.95999999999998|651|2014-05-23
New York|348.19999999999999|6657|2014-05-23
North Carolina|351.30000000000001|3363|2014-05-23
North Dakota|401.38|176|2014-05-23
Ohio|335.69999999999999|3580|2014-05-23
Oklahoma|366.88999999999999|890|2014-05-23
Oregon|209.63|1845|2014-05-23
Maryland|373.07999999999998|2343|2014-05-23
Massachusetts|350.81|3361|2014-05-23
Michigan|294.75999999999999|3467|2014-05-23
Minnesota|366.22000000000003|2016|2014-05-23
Mississippi|340.04000000000002|507|2014-05-23
Missouri|365.69999999999999|1864|2014-05-23
Pennsylvania|367.26999999999998|4577|2014-05-23
Rhode Island|328.45999999999998|605|2014-05-23
South Carolina|344.55000000000001|1381|2014-05-23
South Dakota|382.94|184|2014-05-23
Tennessee|354.75|1854|2014-05-23
Texas|338.64999999999998|7029|2014-05-23
Utah|289.38|804|2014-05-23
Vermont|376.51999999999998|315|2014-05-23
Virginia|369.49000000000001|2900|2014-05-23
Washington|232.93000000000001|2714|2014-05-23
West Virginia|355.27999999999997|453|2014-05-23
Wisconsin|354.79000000000002|1883|2014-05-23
Wyoming|350.72000000000003|108|2014-05-23
Alabama|341.12|1329|2014-06-23
Alaska|288.79000000000002|316|2014-06-23
Arizona|300.56|2312|2014-06-23
Arkansas|349.88999999999999|719|2014-06-23
California|245.43000000000001|14443|2014-06-23
Colorado|237.08000000000001|2709|2014-06-23
Connecticut|343.69|1530|2014-06-23
Delaware|368.14999999999998|420|2014-06-23
District of Columbia|345.12|545|2014-06-23
Florida|302.68000000000001|8137|2014-06-23
Georgia|327.22000000000003|3809|2014-06-23
Hawaii|314.04000000000002|387|2014-06-23
Idaho|275.55000000000001|374|2014-06-23
Illinois|356.00999999999999|4839|2014-06-23
Indiana|333.22000000000003|2044|2014-06-23
Iowa|366.97000000000003|832|2014-06-23
Kansas|350.45999999999998|998|2014-06-23
Kentucky|338.67000000000002|1261|2014-06-23
Louisiana|367.24000000000001|1316|2014-06-23
Maine|316.82999999999998|534|2014-06-23
Montana|267.60000000000002|662|2014-06-23
Nebraska|343.87|612|2014-06-23
Nevada|268.10000000000002|1065|2014-06-23
New Hampshire|358.38999999999999|512|2014-06-23
New Jersey|350.06|2649|2014-06-23
New Mexico|290.36000000000001|671|2014-06-23
New York|347.32999999999998|6800|2014-06-23
North Carolina|350.27999999999997|3459|2014-06-23
North Dakota|398.94999999999999|179|2014-06-23
Ohio|335.64999999999998|3660|2014-06-23
Oklahoma|364.94999999999999|909|2014-06-23
Oregon|209.06|1892|2014-06-23
Maryland|371.30000000000001|2414|2014-06-23
Massachusetts|350.68000000000001|3467|2014-06-23
Michigan|293.43000000000001|3551|2014-06-23
Minnesota|359.20999999999998|2062|2014-06-23
Mississippi|337.04000000000002|519|2014-06-23
Missouri|362.26999999999998|1907|2014-06-23
Pennsylvania|367.25999999999999|4711|2014-06-23
Rhode Island|324.56999999999999|621|2014-06-23
South Carolina|343.22000000000003|1420|2014-06-23
South Dakota|378.98000000000002|188|2014-06-23
Tennessee|353.51999999999998|1918|2014-06-23
Texas|338.20999999999998|7178|2014-06-23
Utah|289.31999999999999|820|2014-06-23
Vermont|376.75999999999999|319|2014-06-23
Virginia|368.70999999999998|2984|2014-06-23
Washington|232.28999999999999|2819|2014-06-23
West Virginia|354.16000000000003|469|2014-06-23
Wisconsin|353.63|1925|2014-06-23
Wyoming|351.77999999999997|110|2014-06-23
Alabama|340.36000000000001|1369|2014-07-23
Alaska|288.33999999999997|324|2014-07-23
Arizona|301.18000000000001|2370|2014-07-23
Arkansas|348.39999999999998|737|2014-07-23
California|245.49000000000001|14843|2014-07-23
Colorado|238.13|2783|2014-07-23
Connecticut|342.36000000000001|1586|2014-07-23
Delaware|367.47000000000003|437|2014-07-23
District of Columbia|346.13|565|2014-07-23
Florida|302.14999999999998|8344|2014-07-23
Georgia|327.08999999999997|3913|2014-07-23
Hawaii|309.38|404|2014-07-23
Idaho|276.48000000000002|387|2014-07-23
Illinois|355.79000000000002|4961|2014-07-23
Indiana|333.25999999999999|2101|2014-07-23
Iowa|367.64999999999998|857|2014-07-23
Kansas|350.94|1026|2014-07-23
Kentucky|338.20999999999998|1298|2014-07-23
Louisiana|366.33999999999997|1356|2014-07-23
Maine|317.42000000000002|546|2014-07-23
Montana|266.98000000000002|675|2014-07-23
Nebraska|341.75999999999999|628|2014-07-23
Nevada|269.13|1100|2014-07-23
New Hampshire|358.44|520|2014-07-23
New Jersey|349.56|2719|2014-07-23
New Mexico|290.67000000000002|688|2014-07-23
New York|347.17000000000002|6978|2014-07-23
North Carolina|349.92000000000002|3563|2014-07-23
North Dakota|405.30000000000001|184|2014-07-23
Ohio|334.80000000000001|3764|2014-07-23
Oklahoma|365.38999999999999|933|2014-07-23
Oregon|208.90000000000001|1951|2014-07-23
Maryland|370.83999999999997|2503|2014-07-23
Massachusetts|350.33999999999997|3582|2014-07-23
Michigan|292.31999999999999|3621|2014-07-23
Minnesota|357.94|2105|2014-07-23
Mississippi|336.25|532|2014-07-23
Missouri|357.61000000000001|1967|2014-07-23
Pennsylvania|366.47000000000003|4848|2014-07-23
Rhode Island|322.88999999999999|636|2014-07-23
South Carolina|342.17000000000002|1460|2014-07-23
South Dakota|377.24000000000001|193|2014-07-23
Tennessee|353.17000000000002|1974|2014-07-23
Texas|337.55000000000001|7388|2014-07-23
Utah|288.37|851|2014-07-23
Vermont|375.56999999999999|327|2014-07-23
Virginia|368.04000000000002|3058|2014-07-23
Washington|232.69|2946|2014-07-23
West Virginia|354.38999999999999|484|2014-07-23
Wisconsin|353.54000000000002|1977|2014-07-23
Wyoming|350.99000000000001|114|2014-07-23
Alabama|340.55000000000001|1398|2014-08-23
Alaska|289.81|327|2014-08-23
Arizona|300.37|2418|2014-08-23
Arkansas|346.66000000000003|760|2014-08-23
California|245.12|15187|2014-08-23
Colorado|237.90000000000001|2853|2014-08-23
Connecticut|341.10000000000002|1639|2014-08-23
Delaware|365.72000000000003|449|2014-08-23
District of Columbia|348.63999999999999|581|2014-08-23
Florida|302.79000000000002|8531|2014-08-23
Georgia|326.54000000000002|4023|2014-08-23
Hawaii|310|417|2014-08-23
Idaho|277.10000000000002|395|2014-08-23
Illinois|355.83999999999997|5105|2014-08-23
Indiana|333.12|2150|2014-08-23
Iowa|366.27999999999997|879|2014-08-23
Kansas|351.06999999999999|1061|2014-08-23
Kentucky|338.38999999999999|1338|2014-08-23
Louisiana|366.31|1388|2014-08-23
Maine|315.55000000000001|560|2014-08-23
Montana|266.82999999999998|686|2014-08-23
Nebraska|341.56999999999999|641|2014-08-23
Nevada|268.10000000000002|1125|2014-08-23
New Hampshire|356.61000000000001|539|2014-08-23
New Jersey|348.50999999999999|2793|2014-08-23
New Mexico|289.20999999999998|712|2014-08-23
New York|346.13|7165|2014-08-23
North Carolina|349.22000000000003|3660|2014-08-23
North Dakota|405.45999999999998|186|2014-08-23
Ohio|334.5|3858|2014-08-23
Oklahoma|363.31|963|2014-08-23
Oregon|208.66|1994|2014-08-23
Maryland|370.44|2569|2014-08-23
Massachusetts|350.27999999999997|3676|2014-08-23
Michigan|291.16000000000003|3703|2014-08-23
Minnesota|355.27999999999997|2159|2014-08-23
Mississippi|336.94|545|2014-08-23
Missouri|357.44999999999999|2006|2014-08-23
Pennsylvania|366|5001|2014-08-23
Rhode Island|321.36000000000001|657|2014-08-23
South Carolina|342|1511|2014-08-23
South Dakota|377.11000000000001|196|2014-08-23
Tennessee|352.83999999999997|2024|2014-08-23
Texas|336.93000000000001|7538|2014-08-23
Utah|287.38|871|2014-08-23
Vermont|374.77999999999997|332|2014-08-23
Virginia|366.80000000000001|3148|2014-08-23
Washington|232.69999999999999|3020|2014-08-23
West Virginia|354.37|496|2014-08-23
Wisconsin|352.81999999999999|2025|2014-08-23
Wyoming|330.41000000000003|117|2014-08-23
Alabama|339.13999999999999|1077|2014-01-24
Alaska|290.75|263|2014-01-24
Arizona|303.63|1998|2014-01-24
Arkansas|360.73000000000002|591|2014-01-24
California|248.22|12445|2014-01-24
Colorado|237.38|2273|2014-01-24
Connecticut|347.22000000000003|1331|2014-01-24
Delaware|372.79000000000002|360|2014-01-24
District of Columbia|351.43000000000001|455|2014-01-24
Florida|306.19999999999999|6731|2014-01-24
Georgia|332.23000000000002|3206|2014-01-24
Hawaii|307.44|336|2014-01-24
Idaho|275.86000000000001|324|2014-01-24
Illinois|357.01999999999998|4126|2014-01-24
Indiana|336.44|1724|2014-01-24
Iowa|371.38999999999999|716|2014-01-24
Kansas|355.19999999999999|856|2014-01-24
Kentucky|338.48000000000002|1046|2014-01-24
Louisiana|374.61000000000001|1117|2014-01-24
Maine|319.14999999999998|468|2014-01-24
Montana|271.24000000000001|596|2014-01-24
Nebraska|352.63999999999999|526|2014-01-24
Nevada|270.51999999999998|931|2014-01-24
New Hampshire|378.23000000000002|443|2014-01-24
New Jersey|355.37|2301|2014-01-24
New Mexico|294.62|582|2014-01-24
New York|352.24000000000001|5979|2014-01-24
North Carolina|355.57999999999998|2886|2014-01-24
North Dakota|410.88|141|2014-01-24
Ohio|336.66000000000003|3161|2014-01-24
Oklahoma|364.88|781|2014-01-24
Oregon|212.63999999999999|1657|2014-01-24
Maryland|379.60000000000002|2029|2014-01-24
Massachusetts|353.64999999999998|2961|2014-01-24
Michigan|298.19999999999999|3139|2014-01-24
Minnesota|370.31|1772|2014-01-24
Mississippi|339.81|421|2014-01-24
Missouri|367.94|1607|2014-01-24
Pennsylvania|371.81999999999999|3963|2014-01-24
Rhode Island|334.04000000000002|540|2014-01-24
South Carolina|346.86000000000001|1193|2014-01-24
South Dakota|385.67000000000002|169|2014-01-24
Tennessee|358.44|1609|2014-01-24
Texas|342.16000000000003|6178|2014-01-24
Utah|292.31|706|2014-01-24
Vermont|378.20999999999998|284|2014-01-24
Virginia|374.01999999999998|2559|2014-01-24
Washington|235.84999999999999|2404|2014-01-24
West Virginia|362.97000000000003|372|2014-01-24
Wisconsin|358.13|1678|2014-01-24
Wyoming|354.02999999999997|94|2014-01-24
Alabama|340.99000000000001|1135|2014-02-24
Alaska|286.77999999999997|281|2014-02-24
Arizona|303.17000000000002|2078|2014-02-24
Arkansas|358.55000000000001|622|2014-02-24
California|247.78|12911|2014-02-24
Colorado|237.41|2384|2014-02-24
Connecticut|347.33999999999997|1384|2014-02-24
Delaware|371.24000000000001|373|2014-02-24
District of Columbia|351.50999999999999|472|2014-02-24
Florida|305.38|7093|2014-02-24
Georgia|331.10000000000002|3341|2014-02-24
Hawaii|308.33999999999997|348|2014-02-24
Idaho|274.93000000000001|331|2014-02-24
Illinois|355.72000000000003|4333|2014-02-24
Indiana|334.69|1819|2014-02-24
Iowa|371.17000000000002|745|2014-02-24
Kansas|352.57999999999998|889|2014-02-24
Kentucky|338.11000000000001|1093|2014-02-24
Louisiana|373.41000000000003|1159|2014-02-24
Maine|320.08999999999997|477|2014-02-24
Montana|270|613|2014-02-24
Nebraska|347.01999999999998|549|2014-02-24
Nevada|268.92000000000002|958|2014-02-24
New Hampshire|370.12|462|2014-02-24
New Jersey|353.55000000000001|2378|2014-02-24
New Mexico|291.75999999999999|606|2014-02-24
New York|351.22000000000003|6174|2014-02-24
North Carolina|354.52999999999997|3010|2014-02-24
North Dakota|403.25999999999999|153|2014-02-24
Ohio|336.36000000000001|3281|2014-02-24
Oklahoma|365.63999999999999|814|2014-02-24
Oregon|211.91|1721|2014-02-24
Maryland|380.06999999999999|2131|2014-02-24
Massachusetts|352.22000000000003|3075|2014-02-24
Michigan|297.69999999999999|3224|2014-02-24
Minnesota|369.20999999999998|1833|2014-02-24
Mississippi|339.63|447|2014-02-24
Missouri|367.62|1693|2014-02-24
Pennsylvania|370.81|4181|2014-02-24
Rhode Island|332.25999999999999|564|2014-02-24
South Carolina|345.43000000000001|1258|2014-02-24
South Dakota|389.69|175|2014-02-24
Tennessee|356.44|1678|2014-02-24
Texas|341.83999999999997|6443|2014-02-24
Utah|292.42000000000002|732|2014-02-24
Vermont|377.43000000000001|292|2014-02-24
Virginia|372.68000000000001|2651|2014-02-24
